  Word				Document List			Total_Frequency		Doc1_Freq		Doc2_Freq		Doc3_Freq		Doc4_Freq		Doc5_Freq		Doc6_Freq		Doc7_Freq		Doc8_Freq		Doc9_Freq		Doc10_Freq
   midst			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
   might			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				      21		       4		       2		       1		       2		       1		       3		       1		       3		       3		       1
  mighti			{1, 2, 3, 9, 10}				       8		       3		       1		       1		       0		       0		       0		       0		       0		       1		       2
  migrat			{8, 6, 7}				       8		       0		       0		       0		       0		       0		       1		       6		       1		       0		       0
migratori			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    mild			{9, 6, 7}				       3		       0		       0		       0		       0		       0		       1		       1		       0		       1		       0
    mile			{1, 2, 3, 4, 5, 6, 7, 9, 10}				      88		      30		       9		      11		       8		      10		       5		       6		       0		       7		       2
    milk			  {6, 7}				       2		       0		       0		       0		       0		       0		       1		       1		       0		       0		       0
   milki			  {1, 5}				      15		       6		       0		       0		       0		       9		       0		       0		       0		       0		       0
    mill			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
millennia			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
millennium			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
milligram			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
millikan			  {1, 9}				       2		       1		       0		       0		       0		       0		       0		       0		       0		       1		       0
millimetr			     {9}				       2		       0		       0		       0		       0		       0		       0		       0		       0		       2		       0
 million			{1, 2, 3, 4, 5, 6, 7, 9, 10}				      49		      10		       4		       3		       5		       3		       3		      13		       0		       7		       1
millionth			  {1, 9}				       2		       1		       0		       0		       0		       0		       0		       0		       0		       1		       0
 mimicri			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
    mind			{1, 4, 6, 8, 9, 10}				      37		      17		       0		       0		       2		       0		      10		       0		       6		       1		       1
    mine			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
   miner			  {2, 6}				       2		       0		       1		       0		       0		       0		       1		       0		       0		       0		       0
   mingl			  {8, 9}				       2		       0		       0		       0		       0		       0		       0		       0		       1		       1		       0
miniatur			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
 minimum			  {1, 2}				       2		       1		       1		       0		       0		       0		       0		       0		       0		       0		       0
  minnow			  {1, 7}				       2		       1		       0		       0		       0		       0		       0		       1		       0		       0		       0
   minor			     {7}				       4		       0		       0		       0		       0		       0		       0		       4		       0		       0		       0
   minut			{1, 2, 6, 7, 8, 9, 10}				      27		       5		       3		       0		       0		       0		       4		       2		       4		       7		       2
  miocen			     {7}				       3		       0		       0		       0		       0		       0		       0		       3		       0		       0		       0
  mirror			  {9, 5}				       8		       0		       0		       0		       0		       6		       0		       0		       0		       2		       0
   miser			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
    miss			  {8, 6}				       3		       0		       0		       0		       0		       0		       2		       0		       1		       0		       0
 mission			    {10}				       4		       0		       0		       0		       0		       0		       0		       0		       0		       0		       4
mississippi			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    mist			  {4, 6}				       4		       0		       0		       0		       3		       0		       1		       0		       0		       0		       0
  mistak			     {8}				       3		       0		       0		       0		       0		       0		       0		       0		       3		       0		       0
     mix			{1, 5, 9}				       5		       2		       0		       0		       0		       1		       0		       0		       0		       2		       0
   mobil			 {10, 6}				       3		       0		       0		       0		       0		       0		       1		       0		       0		       0		       2
    mode			  {1, 6}				       3		       1		       0		       0		       0		       0		       2		       0		       0		       0		       0
   model			{1, 6, 9}				       8		       6		       0		       0		       0		       0		       1		       0		       0		       1		       0
  modern			{1, 5, 6, 7, 9, 10}				      55		      13		       0		       0		       0		      13		       1		      17		       0		      10		       1
modernis			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
   modif			 {10, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       0		       0		       1
  modifi			 {1, 10}				       2		       1		       0		       0		       0		       0		       0		       0		       0		       0		       1
   moist			  {3, 7}				       4		       0		       0		       1		       0		       0		       0		       3		       0		       0		       0
 moisten			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
 moistur			{9, 2, 4, 6}				       4		       0		       1		       0		       1		       0		       1		       0		       0		       1		       0
    mole			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 molecul			{1, 10, 6, 9}				      12		       1		       0		       0		       0		       0		       2		       0		       0		       6		       3
molecular			{9, 10, 6}				       6		       0		       0		       0		       0		       0		       1		       0		       0		       1		       4
 mollusc			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
  molten			{4, 5, 6}				       3		       0		       0		       0		       1		       1		       1		       0		       0		       0		       0
  moment			{1, 6, 7, 8, 9, 10}				      10		       1		       0		       0		       0		       0		       1		       2		       2		       3		       1
 monarch			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
   money			    {10}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       0		       3
 monitor			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
  monkey			{8, 1, 7}				       8		       1		       0		       0		       0		       0		       0		       4		       3		       0		       0
 monoton			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
monotoni			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 monster			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   month			{1, 5, 6, 7, 8, 10}				      16		       1		       0		       0		       0		       1		       1		       2		       1		       0		      10
monument			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
    moon			{1, 3, 4, 5, 9, 10}				     106		      18		       0		      18		      17		       2		       0		       0		       0		       2		      49
 moorhen			     {8}				       6		       0		       0		       0		       0		       0		       0		       0		       6		       0		       0
    moot			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
  moreov			{1, 4, 6, 7}				       8		       1		       0		       0		       1		       0		       4		       2		       0		       0		       0
  morgan			     {8}				       3		       0		       0		       0		       0		       0		       0		       0		       3		       0		       0
moribund			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  morley			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    morn			  {9, 3}				       2		       0		       0		       1		       0		       0		       0		       0		       0		       1		       0
  morrow			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
  mortal			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  mortar			  {1, 6}				       2		       1		       0		       0		       0		       0		       1		       0		       0		       0		       0
 moseley			     {9}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       3		       0
mosquito			  {6, 7}				       2		       0		       0		       0		       0		       0		       1		       1		       0		       0		       0
    moss			     {7}				       4		       0		       0		       0		       0		       0		       0		       4		       0		       0		       0
  mostli			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
    moth			{8, 1, 6, 7}				      11		       1		       0		       0		       0		       0		       6		       3		       1		       0		       0
  mother			{1, 6, 7, 8, 9}				      12		       1		       0		       0		       0		       0		       2		       5		       3		       1		       0
   motil			     {6}				       2		       0		       0		       0		       0		       0		       2		       0		       0		       0		       0
  motion			{9, 10, 5}				      32		       0		       0		       0		       0		      10		       0		       0		       0		      13		       9
motionless			  {8, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       1		       0		       0
   motiv			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
  motley			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
   motor			     {6}				       8		       0		       0		       0		       0		       0		       8		       0		       0		       0		       0
   mottl			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
   moult			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
 moulton			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
   mound			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
   mount			{1, 2, 4, 5, 9}				      20		       6		       3		       0		       1		       9		       0		       0		       0		       1		       0
mountain			{1, 3, 4, 5, 6, 7}				      12		       2		       0		       1		       5		       1		       1		       2		       0		       0		       0
    mous			  {8, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       1		       0		       0
   mouth			{1, 6, 7}				       9		       1		       0		       0		       0		       0		       4		       4		       0		       0		       0
  movabl			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    move			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				      36		       6		       5		       1		       1		       3		       4		       3		       2		       7		       4
movement			{1, 2, 3, 5, 6, 7, 9, 10}				      34		       6		       6		       1		       0		       1		       5		       3		       0		       8		       4
      mr			{1, 3, 9, 7}				       5		       1		       0		       1		       0		       0		       0		       1		       0		       2		       0
    much			{1, 3, 4, 5, 6, 7, 8, 9, 10}				      60		       6		       0		       4		       2		       8		       9		      17		       5		       5		       4
     mud			{8, 1, 6, 7}				      14		       3		       0		       0		       0		       0		       1		       9		       1		       0		       0
 mudston			  {6, 7}				       3		       0		       0		       0		       0		       0		       1		       2		       0		       0		       0
multicellular			     {6}				       7		       0		       0		       0		       0		       0		       7		       0		       0		       0		       0
multifari			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
 multipl			{9, 6, 7}				       3		       0		       0		       0		       0		       0		       1		       1		       0		       1		       0
multipli			     {6}				       6		       0		       0		       0		       0		       0		       6		       0		       0		       0		       0
multitud			{8, 1, 7}				       4		       2		       0		       0		       0		       0		       0		       1		       1		       0		       0
  mundan			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   munit			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  murray			  {1, 9}				       2		       1		       0		       0		       0		       0		       0		       0		       0		       1		       0
   muscl			{8, 2, 6, 7}				      14		       0		       1		       0		       0		       0		       5		       7		       1		       0		       0
muscular			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
musculatur			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  museum			{1, 6, 7}				      20		      12		       0		       0		       0		       0		       4		       4		       0		       0		       0
   music			  {6, 7}				       3		       0		       0		       0		       0		       0		       1		       2		       0		       0		       0
  mussel			  {8, 7}				       3		       0		       0		       0		       0		       0		       0		       2		       1		       0		       0
    must			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				      81		       8		       6		       9		       6		       1		       9		      16		       2		       2		      22
   mutat			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  mutual			  {4, 7}				       3		       0		       0		       0		       1		       0		       0		       2		       0		       0		       0
  myriad			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
 mysteri			{10, 9, 2, 3}				      11		       0		       1		       1		       0		       0		       0		       0		       0		       5		       4
       n			{4, 6, 7}				       7		       0		       0		       0		       1		       0		       1		       5		       0		       0		       0
    nake			{1, 6, 7}				       4		       2		       0		       0		       0		       0		       1		       1		       0		       0		       0
    name			{1, 3, 4, 5, 6, 7, 9, 10}				      12		       2		       0		       1		       1		       2		       1		       2		       0		       1		       2
  narrow			{8, 1, 3}				       4		       1		       0		       1		       0		       0		       0		       0		       2		       0		       0
   natal			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
  nation			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   natur			{1, 2, 4, 5, 6, 7, 8, 9, 10}				      95		      21		       4		       0		       1		       1		      22		      15		       3		      19		       9
naturalist			     {6}				       2		       0		       0		       0		       0		       0		       2		       0		       0		       0		       0
  nautic			     {5}				       2		       0		       0		       0		       0		       2		       0		       0		       0		       0		       0
 nautilu			     {1}				       4		       4		       0		       0		       0		       0		       0		       0		       0		       0		       0
neanderth			     {1}				       2		       2		       0		       0		       0		       0		       0		       0		       0		       0		       0
    neap			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    near			{1, 2, 3, 5, 6, 7, 9, 10}				      20		       5		       1		       2		       0		       4		       3		       2		       0		       1		       2
  nearer			{10, 3, 6, 7}				      10		       0		       0		       2		       0		       0		       2		       2		       0		       0		       4
 nearest			{1, 3, 4, 7, 9}				      10		       6		       0		       1		       1		       0		       0		       1		       0		       1		       0
  nearli			{2, 3, 5, 6, 7, 8, 9, 10}				      16		       0		       2		       1		       0		       3		       1		       1		       1		       5		       2
   nebul			{1, 2, 4, 5, 6}				      26		       4		       1		       0		      14		       5		       2		       0		       0		       0		       0
  nebula			{1, 4, 5, 6, 7, 9}				      40		      12		       0		       0		       8		      10		       6		       3		       0		       1		       0
 nebular			{1, 4, 6}				      13		       3		       0		       0		       7		       0		       3		       0		       0		       0		       0
  necess			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
necessari			{1, 5, 6, 7, 8, 9, 10}				       9		       1		       0		       0		       0		       1		       1		       3		       1		       1		       1
necessarili			{9, 10, 3, 7}				       4		       0		       0		       1		       0		       0		       0		       1		       0		       1		       1
    neck			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    need			{1, 2, 6, 7, 9, 10}				      13		       1		       1		       0		       0		       0		       5		       3		       0		       2		       1
   needl			     {9}				       2		       0		       0		       0		       0		       0		       0		       0		       0		       2		       0
     neg			{9, 10, 3}				      19		       0		       0		       1		       0		       0		       0		       0		       0		      15		       3
  neglig			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
neighbour			  {9, 6}				       2		       0		       0		       0		       0		       0		       1		       0		       0		       1		       0
neighbourhood			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
 neither			  {8, 6}				       3		       0		       0		       0		       0		       0		       2		       0		       1		       0		       0
  nemesi			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  neptun			{1, 3, 5}				       6		       4		       0		       1		       0		       1		       0		       0		       0		       0		       0
    nerv			{8, 9, 6}				      21		       0		       0		       0		       0		       0		      18		       0		       1		       2		       0
  nervou			     {6}				       2		       0		       0		       0		       0		       0		       2		       0		       0		       0		       0
    nest			{8, 1, 6, 7}				      14		       4		       0		       0		       0		       0		       2		       2		       6		       0		       0
     net			{1, 10, 4}				       3		       1		       0		       0		       1		       0		       0		       0		       0		       0		       1
 network			{1, 10, 6, 7}				       4		       1		       0		       0		       0		       0		       1		       1		       0		       0		       1
neutralis			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
   never			{2, 3, 5, 7, 10}				       6		       0		       1		       1		       0		       1		       0		       2		       0		       0		       1
nevertheless			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
   nevil			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
     new			{1, 2, 5, 6, 7, 8, 9, 10}				      70		      26		       1		       0		       0		       6		       9		      11		       4		      10		       3
   newbi			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
 newborn			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
 newcomb			  {1, 5}				       3		       1		       0		       0		       0		       2		       0		       0		       0		       0		       0
   newli			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
newslett			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    newt			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  newton			{1, 2, 6, 9, 10}				       8		       2		       1		       0		       0		       0		       1		       0		       0		       2		       2
    next			{1, 3, 6, 7, 9, 10}				      11		       1		       0		       1		       0		       0		       2		       2		       0		       4		       1
 niagara			{1, 10, 9}				       4		       1		       0		       0		       0		       0		       0		       0		       0		       2		       1
    nich			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   niger			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   night			{1, 4, 5, 6, 7, 8}				      17		       4		       0		       0		       4		       3		       3		       2		       1		       0		       0
    nine			{1, 3, 6, 7, 10}				       8		       1		       0		       3		       0		       0		       2		       1		       0		       0		       1
nineteenth			{9, 4, 5, 6}				       4		       0		       0		       0		       1		       1		       1		       0		       0		       1		       0
  nineti			     {9}				       2		       0		       0		       0		       0		       0		       0		       0		       0		       2		       0
   ninth			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
nitrogen			     {6}				       2		       0		       0		       0		       0		       0		       2		       0		       0		       0		       0
      no			     {3}				       2		       0		       0		       2		       0		       0		       0		       0		       0		       0		       0
    nobl			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
noctiluca			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
 nocturn			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
    nois			  {4, 7}				       2		       0		       0		       0		       1		       0		       0		       1		       0		       0		       0
     non			{10, 6, 7}				       6		       0		       0		       0		       0		       0		       1		       4		       0		       0		       1
    none			{3, 4, 7, 8, 9}				       8		       0		       0		       1		       1		       0		       0		       3		       1		       2		       0
nonpluss			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
nonproprietari			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    noon			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
  normal			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
  norman			{2, 10, 6}				       3		       0		       1		       0		       0		       0		       1		       0		       0		       0		       1
   north			{1, 2, 5, 7, 8, 9, 10}				      15		       4		       1		       0		       0		       1		       0		       3		       1		       4		       1
northern			  {1, 7}				       4		       3		       0		       0		       0		       0		       0		       1		       0		       0		       0
northward			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  notabl			{8, 1, 7}				       6		       3		       0		       0		       0		       0		       0		       2		       1		       0		       0
   notch			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
    note			{1, 3, 6, 7, 8, 9}				      14		       2		       0		       3		       0		       0		       1		       4		       2		       2		       0
    noth			{1, 3, 4, 8, 9, 10}				      13		       1		       0		       1		       2		       0		       0		       0		       2		       3		       4
   notic			{1, 2, 4, 5, 6, 7, 8, 9, 10}				      21		       1		       1		       0		       3		       3		       2		       2		       2		       2		       5
  notifi			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
  notion			 {9, 10}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       1		       2
notwithstand			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   novel			     {8}				       2		       0		       0		       0		       0		       0		       0		       0		       2		       0		       0
 novelti			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
  novemb			{1, 2, 9}				       3		       1		       1		       0		       0		       0		       0		       0		       0		       1		       0
 nowaday			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
 nuclear			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  nuclei			     {6}				       2		       0		       0		       0		       0		       0		       2		       0		       0		       0		       0
  nucleu			{1, 4, 5, 6, 7, 9}				      29		       3		       0		       0		       5		       1		       4		       1		       0		      15		       0
  number			{1, 2, 4, 5, 6, 7, 8, 9, 10}				      42		       3		       4		       0		       4		       5		       1		       5		       1		      13		       6
   numer			{10, 4, 5, 7}				      10		       0		       0		       0		       1		       1		       0		       7		       0		       0		       1
  nurtur			  {8, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       1		       0		       0
     nut			  {8, 1}				       2		       1		       0		       0		       0		       0		       0		       0		       1		       0		       0
  nutrit			  {6, 7}				       5		       0		       0		       0		       0		       0		       3		       2		       0		       0		       0
   obdur			     {2}				       1		       0		       1		       0		       0		       0		       0		       0		       0		       0		       0
  obelia			  {1, 6}				       2		       1		       0		       0		       0		       0		       1		       0		       0		       0		       0
    obey			 {8, 10}				       3		       0		       0		       0		       0		       0		       0		       0		       1		       0		       2
  object			{1, 3, 4, 5, 9}				      12		       5		       0		       1		       1		       4		       0		       0		       0		       1		       0
   oblig			  {8, 9}				       3		       0		       0		       0		       0		       0		       0		       0		       2		       1		       0
obligatori			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  obliqu			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
 obliter			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  obscur			{1, 2, 6}				       4		       1		       2		       0		       0		       0		       1		       0		       0		       0		       0
  observ			{1, 2, 3, 5, 6, 8, 9, 10}				      21		       4		       2		       2		       0		       4		       2		       0		       3		       2		       2
observatori			{1, 2, 3, 4, 5, 6}				      42		      20		       7		       1		       7		       6		       1		       0		       0		       0		       0
 obsolet			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
 obstacl			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
  obtain			{1, 10, 5, 9}				      10		       1		       0		       0		       0		       2		       0		       0		       0		       2		       5
  obviat			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  obviou			{2, 10, 6, 7}				       8		       0		       2		       0		       0		       0		       2		       3		       0		       0		       1
 obvious			{2, 10, 5, 6}				       5		       0		       1		       0		       0		       2		       1		       0		       0		       0		       1
   occas			{8, 6, 7}				       4		       0		       0		       0		       0		       0		       2		       1		       1		       0		       0
occasion			{8, 9, 3, 6}				       4		       0		       0		       1		       0		       0		       1		       0		       1		       1		       0
  occupi			{1, 3, 7}				       3		       1		       0		       1		       0		       0		       0		       1		       0		       0		       0
   occur			{2, 10, 5, 7}				      11		       0		       2		       0		       0		       2		       0		       4		       0		       0		       3
  occurr			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
   ocean			{1, 2, 3, 6, 7, 10}				      13		       2		       2		       3		       0		       0		       2		       2		       0		       0		       2
   octav			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
   octob			{1, 2, 4}				       5		       2		       2		       0		       1		       0		       0		       0		       0		       0		       0
  octopu			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
     odd			{1, 6, 9}				       4		       1		       0		       0		       0		       0		       1		       0		       0		       2		       0
   odour			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   offer			{1, 4, 6, 7, 8, 10}				       8		       2		       0		       0		       2		       0		       1		       1		       1		       0		       1
   offic			 {10, 6}				       3		       0		       0		       0		       0		       0		       1		       0		       0		       0		       2
  offici			 {10, 5}				       4		       0		       0		       0		       0		       1		       0		       0		       0		       0		       3
offshoot			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
  offspr			  {6, 7}				       4		       0		       0		       0		       0		       0		       1		       3		       0		       0		       0
   often			{1, 3, 4, 6, 7, 8, 9, 10}				      39		       1		       0		       1		       2		       0		      12		      15		       4		       3		       1
     oil			  {8, 9}				       2		       0		       0		       0		       0		       0		       0		       0		       1		       1		       0
   okapi			  {1, 6}				       4		       1		       0		       0		       0		       0		       3		       0		       0		       0		       0
  olcott			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
     old			{1, 6, 7, 8, 10}				      19		       3		       0		       0		       0		       0		       4		       6		       3		       0		       3
   older			{3, 4, 7}				       4		       0		       0		       1		       1		       0		       0		       2		       0		       0		       0
  oldest			{1, 4, 7}				       5		       1		       0		       0		       1		       0		       0		       3		       0		       0		       0
oligocen			     {7}				       3		       0		       0		       0		       0		       0		       0		       3		       0		       0		       0
    oliv			 {9, 10}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       2		       1
    omit			     {9}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       3		       0
     omn			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
      on			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
     one			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				     241		      32		      15		       6		       4		      20		      46		      42		      10		      47		      19
   onion			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
   onlin			 {1, 10}				       6		       2		       0		       0		       0		       0		       0		       0		       0		       0		       4
  onward			{1, 9, 7}				       3		       1		       0		       0		       0		       0		       0		       1		       0		       1		       0
 opalina			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
    open			{8, 1, 6, 7}				      25		       8		       0		       0		       0		       0		       4		      10		       3		       0		       0
    oper			{1, 4, 7, 8, 10}				       6		       1		       0		       0		       1		       0		       0		       2		       1		       0		       1
 opinion			{9, 3, 4, 5}				       5		       0		       0		       1		       1		       2		       0		       0		       0		       1		       0
 opossum			     {1}				       2		       2		       0		       0		       0		       0		       0		       0		       0		       0		       0
opportun			{1, 4, 6, 7, 8, 10}				       9		       1		       0		       0		       1		       0		       1		       3		       1		       0		       2
   oppos			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 opposit			{1, 2, 3, 4, 5, 9, 10}				      10		       1		       1		       1		       2		       1		       0		       0		       0		       3		       1
   orang			{1, 2, 9}				       9		       6		       1		       0		       0		       0		       0		       0		       0		       2		       0
     orb			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   orbit			{1, 6, 9}				      10		       6		       0		       0		       0		       0		       1		       0		       0		       3		       0
   order			{1, 3, 4, 5, 6, 7, 8, 9}				      19		       3		       0		       1		       2		       1		       1		       4		       2		       5		       0
 orderli			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
ordinari			{2, 4, 5, 6, 7, 8, 9, 10}				      17		       0		       1		       0		       2		       1		       8		       1		       2		       1		       1
ordovician			     {7}				       4		       0		       0		       0		       0		       0		       0		       4		       0		       0		       0
     org			 {1, 10}				      13		       1		       0		       0		       0		       0		       0		       0		       0		       0		      12
   organ			{9, 10, 6, 7}				      42		       0		       0		       0		       0		       0		      28		      12		       0		       1		       1
 organis			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  origin			{1, 2, 3, 4, 6, 7, 9, 10}				      50		       6		       2		       1		       3		       0		      18		      11		       0		       3		       6
   orion			  {1, 4}				       2		       1		       0		       0		       1		       0		       0		       0		       0		       0		       0
  orioni			  {1, 4}				       2		       1		       0		       0		       1		       0		       0		       0		       0		       0		       0
orohippu			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
  osborn			  {1, 7}				       6		       2		       0		       0		       0		       0		       0		       4		       0		       0		       0
   oscar			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
 ostrich			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
   other			{3, 4, 6, 7, 9, 10}				      19		       0		       0		       1		       1		       0		       8		       5		       0		       3		       1
otherwis			{1, 2, 9, 7}				       6		       2		       1		       0		       0		       0		       0		       2		       0		       1		       0
   otter			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   ought			{9, 10, 6, 7}				       5		       0		       0		       0		       0		       0		       1		       1		       0		       1		       2
    ounc			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
outbreak			  {9, 5}				       3		       0		       0		       0		       0		       1		       0		       0		       0		       2		       0
outburst			     {1}				       3		       3		       0		       0		       0		       0		       0		       0		       0		       0		       0
