  Word				Document List			Total_Frequency		Doc1_Freq		Doc2_Freq		Doc3_Freq		Doc4_Freq		Doc5_Freq		Doc6_Freq		Doc7_Freq		Doc8_Freq		Doc9_Freq		Doc10_Freq
  dipnoi			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  direct			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				      37		       3		       2		       2		       2		       7		       2		       8		       2		       7		       2
directli			{1, 4, 5, 6, 7, 8, 9, 10}				      12		       2		       0		       0		       1		       1		       1		       1		       1		       2		       3
director			 {10, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       0		       0		       1
disadvantag			  {3, 6}				       3		       0		       0		       1		       0		       0		       2		       0		       0		       0		       0
disappear			{8, 9, 6, 7}				       8		       0		       0		       0		       0		       0		       1		       4		       1		       2		       0
disarrang			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    disc			  {1, 9}				       7		       5		       0		       0		       0		       0		       0		       0		       0		       2		       0
 discard			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
 discern			  {6, 7}				       2		       0		       0		       0		       0		       0		       1		       1		       0		       0		       0
discharg			{1, 6, 9}				       8		       2		       0		       0		       0		       0		       1		       0		       0		       5		       0
 discipl			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
disclaim			    {10}				       5		       0		       0		       0		       0		       0		       0		       0		       0		       0		       5
 disclos			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
discontinu			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
  discov			{1, 2, 5, 6, 7, 8, 9, 10}				      32		       8		       4		       0		       0		       2		       4		       1		       1		       4		       8
discover			  {9, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       0		       1		       0
discoveri			{1, 2, 5, 6, 9}				      30		      12		       2		       0		       0		       1		       3		       0		       0		      12		       0
discrimin			{8, 1, 2}				       3		       1		       1		       0		       0		       0		       0		       0		       1		       0		       0
 discuss			{9, 10, 5}				       4		       0		       0		       0		       0		       1		       0		       0		       0		       1		       2
  diseas			  {1, 6}				       2		       1		       0		       0		       0		       0		       1		       0		       0		       0		       0
disembodi			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
disentangl			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
 disguis			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 disgust			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
disintegr			{1, 2, 6, 9}				      12		       1		       3		       0		       0		       0		       1		       0		       0		       7		       0
    disk			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
  disord			  {1, 7}				       2		       1		       0		       0		       0		       0		       0		       1		       0		       0		       0
 dispens			 {9, 10}				       2		       0		       0		       0		       0		       0		       0		       0		       0		       1		       1
 dispers			     {5}				       6		       0		       0		       0		       0		       6		       0		       0		       0		       0		       0
 display			{1, 2, 6, 9, 10}				      13		       1		       3		       0		       0		       0		       1		       0		       0		       2		       6
  dispos			{9, 3, 6}				       3		       0		       0		       1		       0		       0		       1		       0		       0		       1		       0
disposit			  {8, 2}				       2		       0		       1		       0		       0		       0		       0		       0		       1		       0		       0
  disput			{9, 3, 5}				       5		       0		       0		       3		       0		       1		       0		       0		       0		       1		       0
disregard			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
 disrupt			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
dissimilar			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  dissip			{1, 10, 4}				       5		       1		       0		       0		       1		       0		       0		       0		       0		       0		       3
 dissoci			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
dissolut			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 dissolv			{9, 6, 7}				       8		       0		       0		       0		       0		       0		       3		       4		       0		       1		       0
 distanc			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				      60		      26		       2		       2		       4		       9		       1		       1		       1		      12		       2
 distant			{1, 3, 5, 6, 7, 10}				      13		       3		       0		       1		       0		       2		       4		       2		       0		       0		       1
distinct			{1, 2, 4, 5, 6, 7, 9}				      18		       1		       4		       0		       1		       1		       5		       2		       0		       4		       0
distinguish			  {1, 7}				       3		       2		       0		       0		       0		       0		       0		       1		       0		       0		       0
 distort			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
distribut			{1, 10, 6, 7}				      32		       2		       0		       0		       0		       0		       3		       3		       0		       0		      24
distributor			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
district			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
distrust			     {6}				       2		       0		       0		       0		       0		       0		       2		       0		       0		       0		       0
 disturb			{1, 2, 6, 7, 9, 10}				      14		       1		       2		       0		       0		       0		       2		       1		       0		       7		       1
   ditch			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
 diurnal			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    dive			  {8, 7}				       8		       0		       0		       0		       0		       0		       0		       1		       7		       0		       0
   diver			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  diverg			  {3, 6}				       2		       0		       0		       1		       0		       0		       1		       0		       0		       0		       0
  divers			{1, 6, 7}				       5		       1		       0		       0		       0		       0		       1		       3		       0		       0		       0
  divert			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
   divid			{1, 4, 6, 7}				      14		       1		       0		       0		       1		       0		       9		       3		       0		       0		       0
   divis			  {6, 7}				       8		       0		       0		       0		       0		       0		       7		       1		       0		       0		       0
 doctrin			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
     dog			{8, 1, 6, 7}				      10		       3		       0		       0		       0		       0		       1		       1		       5		       0		       0
    dole			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
  domain			 {10, 5}				       9		       0		       0		       0		       0		       1		       0		       0		       0		       0		       8
  domest			{8, 1, 6, 7}				       6		       1		       0		       0		       0		       0		       1		       1		       3		       0		       0
   domin			     {7}				       4		       0		       0		       0		       0		       0		       0		       4		       0		       0		       0
dominion			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
   donat			    {10}				      20		       0		       0		       0		       0		       0		       0		       0		       0		       0		      20
    done			  {9, 7}				       4		       0		       0		       0		       0		       0		       0		       2		       0		       2		       0
  donkey			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   donor			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    doom			     {2}				       1		       0		       1		       0		       0		       0		       0		       0		       0		       0		       0
    door			{8, 1, 6, 9}				       6		       2		       0		       0		       0		       0		       1		       0		       1		       2		       0
 dormanc			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  dorsal			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   doubl			{1, 5, 7}				       8		       3		       0		       0		       0		       3		       0		       2		       0		       0		       0
   doubt			{1, 2, 6, 7, 8, 9, 10}				      13		       1		       2		       0		       0		       0		       2		       3		       3		       1		       1
doubtless			{6, 7, 8, 9, 10}				       5		       0		       0		       0		       0		       0		       1		       1		       1		       1		       1
    dove			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
   dover			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
download			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
downward			{8, 2, 10, 6}				       4		       0		       1		       0		       0		       0		       1		       0		       1		       0		       1
   dozen			  {1, 4}				       2		       1		       0		       0		       1		       0		       0		       0		       0		       0		       0
      dr			 {9, 10}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       1		       2
   draco			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    drag			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
  dragon			  {1, 7}				       7		       2		       0		       0		       0		       0		       0		       5		       0		       0		       0
  dramat			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 draperi			     {2}				       1		       0		       1		       0		       0		       0		       0		       0		       0		       0		       0
    draw			{1, 3, 6, 7, 10}				      14		       4		       0		       4		       0		       0		       4		       1		       0		       0		       1
   drawn			{8, 1, 3, 6}				      14		       8		       0		       1		       0		       0		       4		       0		       1		       0		       0
   dream			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
     dri			{1, 5, 6, 7, 9}				      30		       1		       0		       0		       0		       1		       1		      26		       0		       1		       0
   drift			  {5, 6}				       3		       0		       0		       0		       0		       2		       1		       0		       0		       0		       0
   drink			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
   drive			 {8, 10}				       3		       0		       0		       0		       0		       0		       0		       0		       1		       0		       2
  driven			{1, 2, 9}				       3		       1		       1		       0		       0		       0		       0		       0		       0		       1		       0
    drop			     {2}				       2		       0		       2		       0		       0		       0		       0		       0		       0		       0		       0
 drought			  {6, 7}				       3		       0		       0		       0		       0		       0		       1		       2		       0		       0		       0
   drove			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
   drown			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    drum			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
      du			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
  dublin			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    duck			{1, 6, 7}				       4		       1		       0		       0		       0		       0		       1		       2		       0		       0		       0
   duckl			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
 duckmol			  {1, 7}				       5		       1		       0		       0		       0		       0		       0		       4		       0		       0		       0
  duckwe			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
ductless			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
     due			{2, 3, 4, 5, 7, 8, 9, 10}				      19		       0		       1		       1		       2		       1		       0		       9		       1		       2		       2
   duffu			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
     dug			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
    dull			{8, 9, 4}				       7		       0		       0		       0		       1		       0		       0		       0		       1		       5		       0
 dullest			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
   durat			     {1}				       2		       2		       0		       0		       0		       0		       0		       0		       0		       0		       0
    dust			{1, 3, 4, 5, 6, 7}				      10		       2		       0		       1		       1		       1		       4		       1		       0		       0		       0
   dwarf			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
   dwell			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  dwindl			 {10, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       0		       0		       1
   dynam			{1, 10, 7}				       3		       1		       0		       0		       0		       0		       0		       1		       0		       0		       1
  dynamo			  {1, 9}				       7		       1		       0		       0		       0		       0		       0		       0		       0		       6		       0
       e			{1, 2, 3, 6, 7, 8, 9, 10}				      72		      14		       2		       1		       0		       0		      14		      13		       1		       3		      24
    eagl			{8, 1, 6}				       4		       1		       0		       0		       0		       0		       1		       0		       2		       0		       0
     ear			{8, 1, 7}				       4		       1		       0		       0		       0		       0		       0		       2		       1		       0		       0
   earli			{1, 5, 6, 7, 8, 10}				      17		       3		       0		       0		       0		       2		       8		       2		       1		       0		       1
 earlier			{9, 4, 5, 6}				       5		       0		       0		       0		       1		       1		       1		       0		       0		       2		       0
earliest			  {1, 7}				       4		       1		       0		       0		       0		       0		       0		       3		       0		       0		       0
   earth			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				     212		      37		      12		       9		      12		       5		      38		      17		       1		      22		      59
earthworm			{8, 1, 6, 7}				      13		       2		       0		       0		       0		       0		       8		       2		       1		       0		       0
    easi			{2, 3, 7, 8, 10}				      10		       0		       2		       1		       0		       0		       0		       4		       2		       0		       1
  easier			{10, 5, 6, 7}				       4		       0		       0		       0		       0		       1		       1		       1		       0		       0		       1
 easiest			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  easili			{1, 5, 7, 8, 9, 10}				       7		       1		       0		       0		       0		       1		       0		       1		       1		       2		       1
    east			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  easygo			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
     eat			  {8, 7}				       3		       0		       0		       0		       0		       0		       0		       2		       1		       0		       0
   eaten			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   eater			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
   ebook			 {1, 10}				      18		       5		       0		       0		       0		       0		       0		       0		       0		       0		      13
  eclips			{1, 2, 4, 5, 9}				      13		       9		       1		       0		       1		       1		       0		       0		       0		       1		       0
  econom			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
economis			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
eddington			  {1, 9}				       4		       2		       0		       0		       0		       0		       0		       0		       0		       2		       0
     edg			{1, 2, 3, 4, 5, 6, 8, 9}				      14		       2		       1		       1		       3		       4		       1		       0		       1		       1		       0
    edit			 {1, 10}				       6		       1		       0		       0		       0		       0		       0		       0		       0		       0		       5
    educ			{8, 1, 10, 7}				       9		       2		       0		       0		       0		       0		       0		       2		       4		       0		       1
     eel			{1, 6, 7}				       3		       1		       0		       0		       0		       0		       1		       1		       0		       0		       0
   effac			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
  effect			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				      38		       1		       3		       1		       3		       4		       3		       6		       4		       5		       8
  effici			     {8}				       3		       0		       0		       0		       0		       0		       0		       0		       3		       0		       0
  effort			 {10, 7}				       6		       0		       0		       0		       0		       0		       0		       1		       0		       0		       5
     egg			{8, 1, 6, 7}				      49		       4		       0		       0		       0		       0		      25		      15		       5		       0		       0
   eight			  {1, 5}				       7		       6		       0		       0		       0		       1		       0		       0		       0		       0		       0
eighteen			  {1, 7}				       2		       1		       0		       0		       0		       0		       0		       1		       0		       0		       0
  eighth			  {1, 9}				       2		       1		       0		       0		       0		       0		       0		       0		       0		       1		       0
  eighti			{1, 4, 9}				       7		       2		       0		       0		       1		       0		       0		       0		       0		       4		       0
     ein			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
einstein			 {1, 10}				       5		       2		       0		       0		       0		       0		       0		       0		       0		       0		       3
  either			{4, 6, 7, 9, 10}				       8		       0		       0		       0		       2		       0		       1		       1		       0		       2		       2
   eject			     {9}				       2		       0		       0		       0		       0		       0		       0		       0		       0		       2		       0
   elast			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
   elder			     {3}				       1		       0		       0		       1		       0		       0		       0		       0		       0		       0		       0
   elect			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
  electr			{1, 2, 4, 6, 9, 10}				      95		       8		       1		       0		       1		       0		       1		       0		       0		      75		       9
electrician			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
electrif			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
electrifi			  {1, 9}				      10		       1		       0		       0		       0		       0		       0		       0		       0		       9		       0
 electro			     {9}				       4		       0		       0		       0		       0		       0		       0		       0		       0		       4		       0
electron			{1, 10, 9}				     145		      10		       0		       0		       0		       0		       0		       0		       0		     102		      33
 element			{1, 2, 4, 5, 6, 7, 9, 10}				      45		       5		      13		       0		       2		       1		       3		       1		       0		      19		       1
elementari			  {1, 6}				       2		       1		       0		       0		       0		       0		       1		       0		       0		       0		       0
   eleph			  {8, 7}				       4		       0		       0		       0		       0		       0		       0		       2		       2		       0		       0
    elev			  {6, 7}				       5		       0		       0		       0		       0		       0		       1		       4		       0		       0		       0
  eleven			     {2}				       1		       0		       1		       0		       0		       0		       0		       0		       0		       0		       0
eleventh			  {1, 3}				       2		       1		       0		       1		       0		       0		       0		       0		       0		       0		       0
  elimin			  {6, 7}				       3		       0		       0		       0		       0		       0		       1		       2		       0		       0		       0
  elliot			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 elliott			     {1}				       2		       2		       0		       0		       0		       0		       0		       0		       0		       0		       0
   elong			  {5, 7}				       3		       0		       0		       0		       0		       1		       0		       2		       0		       0		       0
   eloqu			     {7}				       4		       0		       0		       0		       0		       0		       0		       4		       0		       0		       0
     els			  {1, 4}				       2		       1		       0		       0		       1		       0		       0		       0		       0		       0		       0
elsewher			  {6, 7}				       3		       0		       0		       0		       0		       0		       2		       1		       0		       0		       0
    elus			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   email			    {10}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       0		       3
 emancip			  {8, 7}				       3		       0		       0		       0		       0		       0		       0		       1		       2		       0		       0
   embed			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
  embodi			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
  embryo			  {6, 7}				       4		       0		       0		       0		       0		       0		       1		       3		       0		       0		       0
embryolog			  {1, 7}				       3		       2		       0		       0		       0		       0		       0		       1		       0		       0		       0
 embryon			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
   emerg			{2, 4, 5, 6, 7}				      14		       0		       1		       0		       1		       2		       3		       7		       0		       0		       0
    emin			{1, 4, 5, 7, 8}				       6		       1		       0		       0		       1		       2		       0		       1		       1		       0		       0
    emit			{9, 2, 5}				       8		       0		       3		       0		       0		       1		       0		       0		       0		       4		       0
    emot			{8, 6, 7}				       6		       0		       0		       0		       0		       0		       1		       2		       3		       0		       0
emphasis			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  emphat			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
   empir			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  employ			{1, 10, 5}				       4		       1		       0		       0		       0		       2		       0		       0		       0		       0		       1
 employe			    {10}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       0		       3
   empti			{8, 9, 10, 4}				       7		       0		       0		       0		       1		       0		       0		       0		       2		       3		       1
   emuls			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
   enabl			{1, 2, 5, 6, 7, 9}				      11		       2		       2		       0		       0		       2		       1		       2		       0		       2		       0
   encas			  {6, 7}				       2		       0		       0		       0		       0		       0		       1		       1		       0		       0		       0
 encircl			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
   encod			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
encourag			{1, 9, 7}				       3		       1		       0		       0		       0		       0		       0		       1		       0		       1		       0
encyclopdia			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
     end			{1, 2, 4, 5, 6, 7, 9, 10}				      27		       2		       4		       0		       1		       1		       6		       5		       0		       4		       4
endeavour			{8, 6, 7}				       6		       0		       0		       0		       0		       0		       2		       3		       1		       0		       0
   endow			{8, 9, 7}				       4		       0		       0		       0		       0		       0		       0		       1		       2		       1		       0
   endur			     {3}				       1		       0		       0		       1		       0		       0		       0		       0		       0		       0		       0
   enemi			  {6, 7}				       2		       0		       0		       0		       0		       0		       1		       1		       0		       0		       0
 energet			  {9, 6}				       4		       0		       0		       0		       0		       0		       2		       0		       0		       2		       0
  energi			{1, 2, 6, 7, 9, 10}				     165		       5		      13		       0		       0		       0		       5		       1		       0		      96		      45
   engag			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
   engin			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
 english			     {1}				       3		       3		       0		       0		       0		       0		       0		       0		       0		       0		       0
 engrain			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
  engrav			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
  engulf			     {6}				       3		       0		       0		       0		       0		       0		       3		       0		       0		       0		       0
 enigmat			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
   enjoy			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
  enlarg			  {6, 7}				       3		       0		       0		       0		       0		       0		       2		       1		       0		       0		       0
   enorm			{1, 2, 4, 6, 7, 9, 10}				      28		       3		       7		       0		       6		       0		       1		       4		       0		       3		       4
  enough			{1, 4, 5, 6, 7, 8, 9}				      15		       4		       0		       0		       1		       1		       1		       3		       1		       4		       0
enregist			  {8, 6}				       6		       0		       0		       0		       0		       0		       5		       0		       1		       0		       0
enregistr			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 ensembl			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
   ensur			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
  entail			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 entangl			  {1, 6}				       2		       1		       0		       0		       0		       0		       1		       0		       0		       0		       0
 entellu			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
   enter			{1, 4, 5, 6, 9}				      15		       3		       0		       0		       3		       2		       3		       0		       0		       4		       0
enthusiast			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   entir			{1, 4, 5, 6, 7, 9, 10}				      16		       4		       0		       0		       1		       2		       2		       5		       0		       1		       1
  entiti			 {9, 10}				      12		       0		       0		       0		       0		       0		       0		       0		       0		       5		       7
  entomb			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 entranc			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 envelop			{1, 2, 3}				       7		       4		       2		       1		       0		       0		       0		       0		       0		       0		       0
 environ			{1, 6, 7}				      11		       1		       0		       0		       0		       0		       7		       3		       0		       0		       0
   eocen			     {7}				       4		       0		       0		       0		       0		       0		       0		       4		       0		       0		       0
 eohippu			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
   epoch			{1, 9, 7}				       3		       1		       0		       0		       0		       0		       0		       1		       0		       1		       0
   equal			{5, 6, 7, 8, 9, 10}				      13		       0		       0		       0		       0		       2		       3		       1		       1		       1		       5
 equalis			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
   equat			{9, 2, 5, 6}				       5		       0		       2		       0		       0		       1		       1		       0		       0		       1		       0
equatori			  {2, 5}				       4		       0		       1		       0		       0		       3		       0		       0		       0		       0		       0
equilibrium			{9, 6, 7}				       3		       0		       0		       0		       0		       0		       1		       1		       0		       1		       0
   equip			 {10, 6}				       4		       0		       0		       0		       0		       0		       1		       0		       0		       0		       3
     era			{9, 5, 7}				      24		       0		       0		       0		       0		       1		       0		      22		       0		       1		       0
   erect			  {5, 7}				       2		       0		       0		       0		       0		       1		       0		       1		       0		       0		       0
  ernest			     {1}				       3		       3		       0		       0		       0		       0		       0		       0		       0		       0		       0
   errat			  {2, 6}				       2		       0		       1		       0		       0		       0		       1		       0		       0		       0		       0
   error			{1, 6, 7, 8, 10}				       8		       1		       0		       0		       0		       0		       3		       1		       1		       0		       2
   erupt			     {2}				       1		       0		       1		       0		       0		       0		       0		       0		       0		       0		       0
   escap			{8, 10, 6}				       5		       0		       0		       0		       0		       0		       2		       0		       1		       0		       2
  especi			{2, 10, 6, 7}				       5		       0		       1		       0		       0		       0		       1		       2		       0		       0		       1
  essenc			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
 essenti			{1, 4, 5, 6, 7, 9, 10}				      17		       2		       0		       0		       2		       2		       3		       4		       0		       3		       1
establish			{9, 6, 7}				      17		       0		       0		       0		       0		       0		       6		      10		       0		       1		       0
   estim			{1, 4, 5, 6, 7, 9}				      16		       2		       0		       0		       3		       2		       2		       3		       0		       4		       0
 estuari			 {10, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       0		       0		       1
     etc			 {2, 10}				       2		       0		       1		       0		       0		       0		       0		       0		       0		       0		       1
   etern			  {5, 7}				       3		       0		       0		       0		       0		       1		       0		       2		       0		       0		       0
   ether			{1, 2, 5, 9, 10}				      56		       3		       1		       0		       0		       1		       0		       0		       0		      33		      18
euplectella			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   europ			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
eurypterid			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
eustachian			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    evad			{10, 6, 7}				       5		       0		       0		       0		       0		       0		       1		       3		       0		       0		       1
  evapor			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
    even			{1, 2, 3, 4, 5, 6, 7, 8, 9, 10}				      66		       6		       6		       3		       9		       4		       8		       6		       3		      12		       9
   event			{8, 1, 5, 7}				       7		       1		       0		       0		       0		       3		       0		       2		       1		       0		       0
  eventu			  {6, 7}				       6		       0		       0		       0		       0		       0		       2		       4		       0		       0		       0
    ever			{1, 4, 6, 7, 9, 10}				      16		       3		       0		       0		       2		       0		       1		       2		       0		       3		       5
   everi			{1, 2, 3, 4, 5, 6, 7, 9, 10}				      52		       4		      10		       1		       2		       6		       4		       8		       0		      11		       6
everlast			     {4}				       1		       0		       0		       0		       1		       0		       0		       0		       0		       0		       0
everybodi			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
everyday			  {6, 7}				       2		       0		       0		       0		       0		       0		       1		       1		       0		       0		       0
 everyon			 {10, 6}				       2		       0		       0		       0		       0		       0		       1		       0		       0		       0		       1
 everyth			{1, 2, 6, 7, 9}				       8		       1		       1		       0		       0		       0		       3		       1		       0		       2		       0
everywher			{1, 4, 7}				       3		       1		       0		       0		       1		       0		       0		       1		       0		       0		       0
    evid			{1, 2, 3, 4, 6, 7, 8, 9, 10}				      26		       2		       2		       1		       1		       0		       1		      13		       1		       4		       1
    evil			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
  evolut			{1, 4, 5, 6, 7, 8, 9, 10}				     133		      17		       0		       0		       5		       1		      37		      62		       2		       7		       2
evolution			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
evolutionari			{1, 6, 7}				       4		       1		       0		       0		       0		       0		       2		       1		       0		       0		       0
evolutionist			  {1, 7}				       3		       1		       0		       0		       0		       0		       0		       2		       0		       0		       0
   evolv			{1, 3, 4, 6, 7, 8, 9}				      17		       1		       0		       1		       2		       0		       4		       6		       1		       2		       0
   exact			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
exactitud			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
 exactli			  {2, 5}				       2		       0		       1		       0		       0		       1		       0		       0		       0		       0		       0
 exagger			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
   exalt			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  examin			{1, 2, 4, 5, 10}				       6		       1		       2		       0		       1		       1		       0		       0		       0		       0		       1
  exampl			{1, 2, 9, 7}				       7		       1		       1		       0		       0		       0		       0		       1		       0		       4		       0
