     aux			       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   avail			       3		       0		       0		       0		       0		       0		       0		       0		       1		       0		       2
avalanch			       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  averag			       3		       1		       0		       0		       0		       0		       1		       0		       1		       0		       0
  avocet			       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
   avoid			       3		       0		       1		       0		       0		       0		       2		       0		       0		       0		       0
   await			       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
  awaken			       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
    awar			       6		       0		       0		       1		       0		       0		       1		       2		       1		       0		       1
    away			      36		      10		       4		       2		       3		       3		       0		       5		       2		       0		       7
 awkward			       2		       0		       0		       0		       0		       0		       0		       0		       2		       0		       0
     axe			       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
     axi			      15		       1		       0		       4		       1		       1		       1		       0		       0		       0		       7
       b			      12		       0		       0		       0		       0		       1		       2		       5		       0		       1		       3
    babi			       3		       3		       0		       0		       0		       0		       0		       0		       0		       0		       0
    back			      28		       3		       1		       0		       0		       0		       5		       8		       2		       4		       5
 backbon			       6		       0		       0		       0		       0		       0		       2		       4		       0		       0		       0
backboneless			       6		       1		       0		       0		       0		       0		       1		       4		       0		       0		       0
background			       2		       2		       0		       0		       0		       0		       0		       0		       0		       0		       0
backward			       5		       0		       0		       0		       0		       0		       2		       3		       0		       0		       0
bacteria			       6		       1		       0		       0		       0		       0		       4		       1		       0		       0		       0
     bad			       2		       0		       0		       0		       0		       0		       2		       0		       0		       0		       0
     bag			       2		       0		       0		       0		       0		       0		       1		       1		       0		       0		       0
  balanc			       4		       2		       0		       0		       0		       0		       0		       1		       1		       0		       0
    ball			      10		       2		       0		       0		       0		       2		       2		       2		       0		       2		       0
    band			       4		       2		       0		       0		       0		       1		       0		       0		       0		       1		       0
    bank			       3		       0		       0		       0		       0		       0		       0		       0		       3		       0		       0
    bare			       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
    bark			       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
 barnard			       2		       1		       1		       0		       0		       0		       0		       0		       0		       0		       0
   baron			       2		       1		       0		       0		       0		       0		       0		       1		       0		       0		       0
  barrel			       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
 barrier			       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
  basalt			       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
    base			       8		       2		       0		       0		       0		       1		       0		       0		       1		       2		       2
    basi			       8		       0		       0		       1		       0		       1		       2		       1		       0		       2		       1
   basin			       4		       0		       0		       0		       0		       0		       1		       3		       0		       0		       0
    bask			       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
  basket			       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
